,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,admin1_partof,ru_uezd,uezd_modern_sp,uezd_stem,admin2_partof,page,lc_translit
2293,1,720,Усть-Сысольскъ,,4.0,50.80994,61.67642,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТЬ-СЫСОЛЬСКЪ, съ 1780 году городъ того же Намѣстничества. Здѣсь бываетъ ярмарка Ноября съ 26 по 29 число; скупаютъ купцы у промышлениковъ мягкую рухлядь.",Усть-Сысольск,Syktyvkar,Усть-Сысольск,Komi Republic,Russia,485239,RU,http://api.geonames.org/search?north=64.08&west=37.83&south=57.25&name=%D0%A3%D1%81%D1%82%D1%8C-%D0%A1%D1%8B%D1%81%D0%BE%D0%BB%D1%8C%D1%81%D0%BA&username=jaguillette&east=57.25&featureClass=P&type=json,geonames_jsons/Усть-Сысольск_720.json,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,4.0,not_in_text,not_иn_text,нот_ин_теxт,,120,"Ust'-Sysol'sk"""
2294,1,721,Устюгъ Великій,,4.0,46.31352,60.76186,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТЮГЪ ВЕЛИКІЙ, съ того же году городъ того же Намѣстничества. Въ немъ бываетъ ярмарка Іюля 8 дня въ день Прокопія устюжскаго Чудотворца , на которой бываютъ по большей части Велико-Устюжскаго уѣзда крестьяне съ своими пріуготовленіями.",Устюг Великий,Velikiy Ustyug,Устюг Великий,Vologda,Russia,476062,RU,http://api.geonames.org/search?north=64.08&west=37.83&south=57.25&name=%D0%A3%D1%81%D1%82%D1%8E%D0%B3+%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9&username=jaguillette&east=57.25&featureClass=P&type=json,geonames_jsons/Устюг Великий_721.json,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,4.0,not_in_text,not_иn_text,нот_ин_теxт,,120,"Ustiug"" Velikіi"
2301,1,726,Фатежъ,,15.0,35.8632,52.0891,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=120,"ФАТЕЖЪ, съ 1779 году городъ Курскаго Намѣстничества. Въ немъ торговой день для окольныхъ поселянъ бываетъ въ Воскресенье.",Фатеж,Fatezh,Фатеж,Kursk,Russia,563300,RU,http://api.geonames.org/search?north=55.716667&west=32.183333&south=47.716667&name=%D0%A4%D0%B0%D1%82%D0%B5%D0%B6&username=jaguillette&east=40.183333&featureClass=P&type=json,geonames_jsons/Фатеж_726.json,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,15.0,not_in_text,not_иn_text,нот_ин_теxт,,121,"Fatezh"""
2302,1,727,Феллинъ,,27.0,25.59,58.36389,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=121,"ФЕЛЛИНЪ, съ 1783 году городъ Рижскаго Намѣстничества. Здѣсь ярмарка бываетъ въ году одна за недѣлю Михайлова дни, и та не важна , только почти что для крестьянства; около живущіе дворяне съѣзжаются больше въ Ревелѣ, Перновѣ и Дерптѣ.",Феллин,Viljandi,Феллин,Viljandimaa,Estonia,587577,EE,http://api.geonames.org/search?north=60.9475&west=20.106944&south=52.9475&name=%D0%A4%D0%B5%D0%BB%D0%BB%D0%B8%D0%BD&username=jaguillette&east=28.106944&featureClass=P&type=json,geonames_jsons/Феллин_727.json,geonames,Рижскаго Намѣстничества,Рижского Наместничества,рижск,27.0,not_in_text,not_иn_text,нот_ин_теxт,,122,"Fellin"""
2312,1,735,Хвалынскъ,,29.0,48.1058,52.4906,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХВАЛЫНСКЪ, съ 1780 году городъ Саратовскаго Намѣстничества. Здѣсь бываетъ яр-марка Іюня 28 дня , на которую по большей части съѣжается крестьянство.",Хвалынск,Khvalynsk,Хвалынск,Saratov,Russia,548982,RU,http://api.geonames.org/search?north=53.18&west=40.3&south=48.45&name=%D0%A5%D0%B2%D0%B0%D0%BB%D1%8B%D0%BD%D1%81%D0%BA&username=jaguillette&east=51.36&featureClass=P&type=json,geonames_jsons/Хвалынск_735.json,geonames,Саратовскаго Намѣстничества,Саратовского Наместничества,саратовск,29.0,not_in_text,not_иn_text,нот_ин_теxт,,123,"Khvalynsk"""
2313,1,736,Херсонъ,,8.0,32.6178,46.65581,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХЕРСОНЪ, съ 1784 году городъ Екатеринославскаго Намѣстничества. Здѣсь Россійскіе купцы съ Цареградскими Греками и другими торгуютъ Европейскими и Азіатскими товарами, получая и отпуская за море на корабляхъ.",Херсон,Kherson,Херсон,Kherson,Ukraine,706448,UA,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%A5%D0%B5%D1%80%D1%81%D0%BE%D0%BD&username=jaguillette&east=39.14&featureClass=P&type=json,geonames_jsons/Херсон_736.json,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,123,"Kherson"""
2314,1,737,Ховань,,56.0,35.50309,55.99746,сельцо,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХОВАНЬ, сельцо Московской Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка въ Іюлѣ мѣсяцѣ , на которой торгуютъ одинъ день разными крестьянскими товарами.",Ховань,Khovan',Ховань,Moskovskaya,Russia,549335,RU,http://api.geonames.org/search?north=56.981&west=34.3446&south=54.2132&name=%D0%A5%D0%BE%D0%B2%D0%B0%D0%BD%D1%8C&username=jaguillette&east=40.3419&featureClass=P&type=json,geonames_jsons/Ховань_737.json,geonames,Московской Губерніи,Московской Губернии,московск,1.0,Волоколамскомъ уѣздѣ,Волоколамском уезде,волоколамск,56.0,123,Khovan'
2322,1,742,Хотень,,284.0,34.77089,51.08113,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=123,"ХОТЕНЬ , село Харьковскаго Намѣстничества въ Сумскомъ уѣздѣ. Въ ономъ бываютъ въ году три ярмарки; на которыя купцы пріѣзжаютъ съ мѣдочными товарами и горячимъ видомъ.",Хотень,Khotin',Хотень,Sumy,Ukraine,706253,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%A5%D0%BE%D1%82%D0%B5%D0%BD%D1%8C&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Хотень_742.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Сумскомъ уѣздѣ,Сумском уезде,сумск,284.0,124,Khoten'
2343,1,756,Чердынь,,23.0,56.47868,60.40295,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=125,"ЧЕРДЫНЬ, съ 1781 году городъ Пермскаго Намѣстничества. Въ семъ городѣ бываетъ въ году одна ярмарка.",Чердынь,Cherdyn',Чердынь,Perm,Russia,569359,RU,http://api.geonames.org/search?north=61.8&west=50.56&south=55.22&name=%D0%A7%D0%B5%D1%80%D0%B4%D1%8B%D0%BD%D1%8C&username=jaguillette&east=65.27&featureClass=P&type=json,geonames_jsons/Чердынь_756.json,geonames,Пермскаго Намѣстничества,Пермского Наместничества,пермск,23.0,not_in_text,not_иn_text,нот_ин_теxт,,126,Cherdyn'
2346,1,758,Череповецъ,,18.0,37.9,59.13333,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=125,"ЧЕРЕПОВЕЦЪ, съ 1776 году городъ Новогородскаго Намѣстничества. Въ немъ бываютъ три годовыя ярмарки: первая Генваря 11, называемая Ѳеодосіевская, вторая Сентября 25, Сергіевская, третія Ноября 26, Георгіевская. Сюда пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ разными товарами.",Череповец,Cherepovets,Череповец,Vologda,Russia,569223,RU,http://api.geonames.org/search?north=61.31&west=28.65&south=57.1&name=%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%BE%D0%B2%D0%B5%D1%86&username=jaguillette&east=39.89&featureClass=P&type=json,geonames_jsons/Череповец_758.json,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,18.0,not_in_text,not_иn_text,нот_ин_теxт,,126,"Cherepovets"""
2347,1,759,Чериковъ,,16.0,31.3831,53.5689,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=125,"ЧЕРИКОВЪ, съ 1779 году городъ Могилевскаго Намѣстничества. Здѣсь бываетъ въ году двѣ ярмарки , на которыхъ продаютъ рогатой скотъ, лошадей , соль и прочая.",Чериков,Cherykaw,Чериков,Mogilev,Belarus,629347,BY,http://api.geonames.org/search?north=55.194&west=29.5408&south=51.9042&name=%D0%A7%D0%B5%D1%80%D0%B8%D0%BA%D0%BE%D0%B2&username=jaguillette&east=32.863&featureClass=P&type=json,geonames_jsons/Чериков_759.json,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,16.0,not_in_text,not_иn_text,нот_ин_теxт,,126,"Cherikov"""
2355,1,764,Чернухи,,38.0,32.94196,50.26732,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=126,"ЧЕРНУХИ, мѣстечко Черниговскаго Намѣстничества. Въ немъ бываетъ въ году четыре ярмарки: первая въ день Святыя Троицы, другая Августа 15, третія Декабря 6, четвертая великаго поста на пятой недѣлѣ ; торгъ бываетъ привозимыми изъ уѣздовъ товарами, какъ-то саломъ, рыбою, дегтемъ горячимъ виномъ, нагольными овчинами , шубами , говяжьими кожами, печенымъ хлѣбомъ, съѣстными припасами и другими мѣлочными товарами.",Чернухи,Chornukhy,Чернухи,Poltava,Ukraine,710669,UA,http://api.geonames.org/search?north=55.5&west=27.3&south=47.5&name=%D0%A7%D0%B5%D1%80%D0%BD%D1%83%D1%85%D0%B8&username=jaguillette&east=35.3&featureClass=P&type=json,geonames_jsons/Чернухи_764.json,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,38.0,not_in_text,not_иn_text,нот_ин_теxт,,127,Chernukhi
2361,1,767,Чечерскъ,,113.0,30.9179,52.9164,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=126,"ЧЕЧЕРСКЪ, мѣстечко Могилевскаго Намѣстничества въ уѣздѣ города Рогачева. Здѣсь бываетъ въ году три ярмарки: первая Генваря 8, вторая Сентября 8, третія въ день Вознесенія.",Чечерск,Chachersk,Чечерск,Gomel,Belarus,629390,BY,http://api.geonames.org/search?north=55.194&west=29.5408&south=51.9042&name=%D0%A7%D0%B5%D1%87%D0%B5%D1%80%D1%81%D0%BA&username=jaguillette&east=32.863&featureClass=P&type=json,geonames_jsons/Чечерск_767.json,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,16.0,Рогачева,Рогачева,рогачев,113.0,127,"Chechersk"""
